Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Uppsala,Sweden,2022-05-27 14:31:54,60.0092,17.2715,89800,684,,,,23402.907902520896,,,0.7616926503340757,75216,SWE,,,377,4
Varmland,Sweden,2022-05-27 14:31:54,59.7294,13.2354,65553,353,,,,23211.667976800018,,,0.5384955684713133,75217,SWE,,,264,11
Vasterbotten,Sweden,2022-05-27 14:31:54,65.3337,16.5162,56701,326,,,,20866.208378720523,,,0.5749457681522372,75218,SWE,,,215,5
Vasternorrland,Sweden,2022-05-27 14:31:54,63.4276,17.7292,53636,607,,,,21861.28218400877,,,1.131702587814155,75219,SWE,,,189,8
Vastmanland,Sweden,2022-05-27 14:31:54,59.6714,16.2159,75855,486,,,,27499.1390092262,,,0.6406960648605893,75220,SWE,,,138,4
Vastra Gotaland,Sweden,2022-05-27 14:31:54,58.2528,13.0596,434499,3090,,,,25175.490083035853,,,0.7111638922068866,75221,SWE,,,794,34
Alabama,US,2022-05-27 14:31:54,32.3182,-86.9023,1311381,19651,,,1,26745.49298058303,7700935,,1.49849662302565,84000001,USA,157059.8498730927,,10870,90
Alaska,US,2022-05-27 14:31:54,61.3707,-152.4044,260059,1285,,,2,35549.28268254174,,,0.4941186423080916,84000002,USA,,,7057,33
American Samoa,US,2022-05-27 14:31:54,-14.271,-170.132,6110,31,,,60,10981.11105120325,,,0.5073649754500819,16,ASM,,,293,5
Arizona,US,2022-05-27 14:31:54,33.7298,-111.4312,2049627,30299,,,4,28159.17970158752,19534476,,1.4782689728423757,84000004,USA,268378.0122238576,,28103,348
Arkansas,US,2022-05-27 14:31:54,34.9697,-92.3731,842048,11468,,,5,27902.67359974339,5175466,,1.361917610397507,84000005,USA,171497.75134501778,,6450,87
California,US,2022-05-27 14:31:54,36.1162,-119.6816,9517026,91199,,,6,24086.28337615932,167375063,,0.9582720484319366,84000006,USA,423603.25563054247,,285292,1139
Colorado,US,2022-05-27 14:31:54,39.0598,-105.3111,1438905,12513,,,8,24986.47272595931,18263047,,0.8696196065758337,84000008,USA,317136.3820116081,,56814,370
Connecticut,US,2022-05-27 14:31:54,41.5978,-72.7554,805329,10941,,,9,22588.05532345643,14419777,,1.358575191008892,84000009,USA,404449.26313085033,,48102,101
Delaware,US,2022-05-27 14:31:54,39.3185,-75.5071,274286,2942,,,10,28167.60529245279,3343814,,1.0726030493718235,84000010,USA,343390.5956679442,,12075,36
Diamond Princess,US,2022-05-27 14:31:54,,,49,0,,,88888,,,,0.0,84088888,USA,,,0,0
District of Columbia,US,2022-05-27 14:31:54,38.8974,-77.0268,148843,1342,,,11,21090.075933511773,,,0.901621171301304,84000011,USA,,,6900,2
Florida,US,2022-05-27 14:31:54,27.7663,-81.6868,6114014,74435,,,12,28466.7514086796,58263747,,1.217448962334728,84000012,USA,271275.0742780769,,171291,507
Georgia,US,2022-05-27 14:31:54,33.0406,-83.6431,2556044,38198,,,13,24074.052620866663,18275990,,1.4944187189265912,84000013,USA,172132.0700889472,,40905,392
Grand Princess,US,2022-05-27 14:31:54,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,,0,0
Guam,US,2022-05-27 14:31:54,13.4443,144.7937,48968,363,,,66,29816.902008780424,407718,,0.7413004411043947,316,GUM,248261.8782310067,,794,8
Hawaii,US,2022-05-27 14:31:54,21.0943,-157.4983,274495,1451,,,15,19386.992609501423,3943449,,0.5286070784531595,84000015,USA,278517.3377254441,,26090,33
Idaho,US,2022-05-27 14:31:54,44.2405,-114.4788,450337,4939,,,16,25199.81086306318,1229963,,1.096734223481526,84000016,USA,68825.86811335906,,4516,16
Illinois,US,2022-05-27 14:31:54,40.3495,-88.9861,3280718,36231,,,17,25889.87012995212,,,1.1043619110206973,84000017,USA,,,147991,199
Indiana,US,2022-05-27 14:31:54,39.8494,-86.2583,1727818,23692,,,18,25664.910782017043,19905694,,1.371209236157975,84000018,USA,295678.05206574535,,27044,122
Iowa,US,2022-05-27 14:31:54,42.0115,-93.2105,776165,9587,,,19,24600.563537417554,,,1.2351755103618431,84000019,USA,,,12977,58
Kansas,US,2022-05-27 14:31:54,38.5266,-96.7265,786663,8939,,,20,27002.341663136896,,,1.13631885572348,84000020,USA,,,11587,342
Kentucky,US,2022-05-27 14:31:54,37.6681,-84.6701,1350891,15925,,,21,30237.016003633213,,,1.1788515875818255,84000021,USA,,,23718,450
Louisiana,US,2022-05-27 14:31:54,31.1695,-91.8678,1188456,17321,,,22,25564.8239091687,13716897,,1.457437212652383,84000022,USA,295063.55841966753,,15480,77
Maine,US,2022-05-27 14:31:54,44.6939,-69.3819,262097,2347,,,23,19498.189273715758,4286018,,0.895469997748925,84000023,USA,318849.85404088045,,17995,65
Maryland,US,2022-05-27 14:31:54,39.0639,-76.8021,1080747,14592,,,24,17876.351378174168,21030447,,1.350177238521134,84000024,USA,347859.0828492411,,50603,143
Massachusetts,US,2022-05-27 14:31:54,42.2302,-71.5301,1859460,20559,,,25,26978.00784417504,44969059,,1.1056435739408217,84000025,USA,652434.3768874675,,105940,302
Michigan,US,2022-05-27 14:31:54,43.3266,-84.5361,2527831,36357,,,26,25311.57700565853,24603496,,1.4382686184321658,84000026,USA,246358.74930421053,,101885,355
Minnesota,US,2022-05-27 14:31:54,45.6945,-93.9002,1502718,12929,,,27,26645.674753246312,,,0.860374335038244,84000027,USA,,,52143,156
Mississippi,US,2022-05-27 14:31:54,32.7416,-89.6787,806305,12466,,,28,27092.22555725537,,,1.5460650746305675,84000028,USA,,,8892,23
Missouri,US,2022-05-27 14:31:54,38.4561,-92.2884,1454015,20637,,,29,23690.950020106146,,,1.4193113551098169,84000029,USA,,,22457,121
Montana,US,2022-05-27 14:31:54,46.9219,-110.4544,276192,3385,,,30,25841.849289562477,2874808,,1.2255966863631098,84000030,USA,268980.83605762845,,2288,29
Nebraska,US,2022-05-27 14:31:54,41.1254,-98.2681,485834,4284,,,31,25115.384138196285,,,0.8817826665074903,84000031,USA,,,6007,87
Nevada,US,2022-05-27 14:31:54,38.3135,-117.0554,728449,10872,,,32,23649.743714279408,,,1.4924860903096853,84000032,USA,,,16162,120
New Hampshire,US,2022-05-27 14:31:54,43.4525,-71.5639,323897,2531,,,33,23821.017848645777,3827259,,0.7814212542876284,84000033,USA,281475.91657344834,,14345,52
New Jersey,US,2022-05-27 14:31:54,40.2989,-74.521,2375979,33665,,,34,26749.92316084209,18138064,,1.416889627391488,84000034,USA,204207.11558748464,,120774,242
New Mexico,US,2022-05-27 14:31:54,34.8405,-106.2485,533074,7756,,,35,25422.864716197648,7186213,,1.4549574730712809,84000035,USA,342718.1234139741,,10980,272
New York,US,2022-05-27 14:31:54,42.1657,-74.9481,5409292,68936,,,36,27806.179033237157,110643711,,1.274399681141266,84000036,USA,568758.1363638256,,252353,612
North Carolina,US,2022-05-27 14:31:54,35.6301,-79.8064,2744935,24644,,,37,26171.93950773087,23679902,,0.8977990371356699,84000037,USA,225779.10321847157,,85680,1239
North Dakota,US,2022-05-27 14:31:54,47.5289,-99.784,243917,2280,,,38,32007.500702042616,,,0.9347441957715124,84000038,USA,,,2810,12
Northern Mariana Islands,US,2022-05-27 14:31:54,15.0979,145.6739,11333,34,,,69,20551.64659799797,,,0.3000088237889349,580,MNP,,,70,0
Ohio,US,2022-05-27 14:31:54,40.3888,-82.7649,2763123,38628,,,39,23638.458050662583,,,1.3979833688185437,84000039,USA,,,66065,55
Oklahoma,US,2022-05-27 14:31:54,35.5653,-96.9289,1048988,16090,,,40,26509.8733349322,,,1.533859300583038,84000040,USA,,,8572,193
Oregon,US,2022-05-27 14:31:54,44.572,-122.0709,758878,7610,,,41,17992.539601212688,11545667,,1.0027962333866576,84000041,USA,273740.7998649513,,39021,108
Pennsylvania,US,2022-05-27 14:31:54,40.5908,-77.2098,2907324,45147,,,42,22709.93983825482,25879302,,1.5528713002059626,84000042,USA,202150.63456155133,,91806,506
Puerto Rico,US,2022-05-27 14:31:54,18.2208,-66.5901,652655,4339,,,72,20435.73992999956,4260483,,0.6648229156292375,630,PRI,133402.980999432,,125319,142
Rhode Island,US,2022-05-27 14:31:54,41.6809,-71.5118,390639,3569,,,44,36874.9651912804,7980992,,0.9136312554558044,84000044,USA,753377.9325461292,,19719,31
South Carolina,US,2022-05-27 14:31:54,33.8569,-80.945,1495762,17905,,,45,29051.17666275501,13131656,,1.1970487283404714,84000045,USA,255047.2991896617,,21488,138
South Dakota,US,2022-05-27 14:31:54,44.2998,-99.4388,239704,2927,,,46,27095.63798028393,1328877,,1.2210893435236791,84000046,USA,150213.4720835938,,1892,15
Tennessee,US,2022-05-27 14:31:54,35.7478,-86.6923,2051779,26404,,,47,30044.321611954827,13066062,,1.2868832364499296,84000047,USA,191327.12096660596,,21303,241
Texas,US,2022-05-27 14:31:54,31.0545,-97.5635,6921458,88337,,,48,23870.486983996107,49075556,,1.276277339254244,84000048,USA,169250.09452204607,,101302,260
Utah,US,2022-05-27 14:31:54,40.15,-111.8624,948979,4777,,,49,29600.481353779436,6128321,,0.503383109636778,84000049,USA,191154.1261613533,,16726,30
Vermont,US,2022-05-27 14:31:54,44.0459,-72.7107,131460,661,,,50,21067.67907767605,3659068,,0.5028145443480907,84000050,USA,586399.4397337133,,8005,27
Virgin Islands,US,2022-05-27 14:31:54,18.3358,-64.8963,19442,113,,,78,18124.697020546668,416995,,0.5812159242876247,850,VIR,388741.2835141888,,3136,2
Virginia,US,2022-05-27 14:31:54,37.7693,-78.17,1777813,20376,,,51,20828.411254195555,13802482,,1.1461272923530204,84000051,USA,161706.4176179562,,74589,150
Washington,US,2022-05-27 14:31:54,47.4009,-121.4905,1565696,12888,,,53,20560.97176939978,,,0.8231482995421844,84000053,USA,,,72502,202
West Virginia,US,2022-05-27 14:31:54,38.4912,-80.9545,513305,6942,,,54,28641.90270106191,6291098,,1.3524123084715716,84000054,USA,351036.9406081086,,12333,87
Wisconsin,US,2022-05-27 14:31:54,44.2685,-89.6165,1669592,14594,,,55,28675.155441865038,,,0.8741057695532801,84000055,USA,,,58101,173
Wyoming,US,2022-05-27 14:31:54,42.756,-107.3025,157861,1820,,,56,27275.77454519066,1422030,,1.152913005745561,84000056,USA,245703.3065576518,,1311,8
Cherkasy Oblast,Ukraine,2022-05-27 14:31:54,49.4444,32.0598,163768,2973,,,,13575.48507855508,,,1.8153729666357288,80401,UKR,,,0,0
Chernihiv Oblast,Ukraine,2022-05-27 14:31:54,51.4982,31.2893,126202,2751,,,,12548.111101720617,,,2.179838671336429,80402,UKR,,,0,0
Chernivtsi Oblast,Ukraine,2022-05-27 14:31:54,48.2917,25.9352,150465,3290,,,,16637.47520384266,,,2.186555012793673,80403,UKR,,,0,0
Crimea Republic*,Ukraine,2022-05-27 14:31:54,45.2835,34.2008,157596,4866,,,,8235.013175832966,,,3.087641818320262,80404,UKR,,,0,0
Dnipropetrovsk Oblast,Ukraine,2022-05-27 14:31:54,48.4647,35.0462,303551,9454,,,,9466.807340267838,,,3.11446840893293,80405,UKR,,,0,0
Donetsk Oblast,Ukraine,2022-05-27 14:31:54,48.0159,37.8028,216052,5607,,,,5186.201016298755,,,2.595208560902005,80406,UKR,,,0,0
Ivano-Frankivsk Oblast,Ukraine,2022-05-27 14:31:54,48.9226,24.7111,181629,3476,,,,13226.195920340911,,,1.9137912998474915,80407,UKR,,,0,0
Kharkiv Oblast,Ukraine,2022-05-27 14:31:54,49.9935,36.2304,305661,6858,,,,11424.02558231842,,,2.243662096243878,80408,UKR,,,0,0
Kherson Oblast,Ukraine,2022-05-27 14:31:54,46.6354,32.6169,107686,2881,,,,10377.97309278748,,,2.675370986014895,80409,UKR,,,0,0
Khmelnytskyi Oblast,Ukraine,2022-05-27 14:31:54,49.423,26.9871,201270,3703,,,,15914.3831960813,,,1.839817161027476,80410,UKR,,,0,0
Kiev,Ukraine,2022-05-27 14:31:54,50.4501,30.5234,445098,8966,,,,15083.977226514844,,,2.014387842677343,80411,UKR,,,0,0
Kiev Oblast,Ukraine,2022-05-27 14:31:54,50.053,30.7667,226220,5019,,,,12795.683111417808,,,2.218636725311644,80412,UKR,,,0,0
Kirovohrad Oblast,Ukraine,2022-05-27 14:31:54,48.5079,32.2623,45117,1741,,,,4771.513692045573,,,3.858855863643416,80413,UKR,,,0,0
Luhansk Oblast,Ukraine,2022-05-27 14:31:54,48.574,39.3078,80033,2392,,,,3719.294201734057,,,2.9887671335574075,80414,UKR,,,0,0
Lviv Oblast,Ukraine,2022-05-27 14:31:54,49.8397,24.0297,303357,6569,,,,12028.329661013924,,,2.165435444047772,80415,UKR,,,0,0
Mykolaiv Oblast,Ukraine,2022-05-27 14:31:54,46.975,31.9946,146174,3530,,,,5795.907329875525,,,2.414930151736971,80416,UKR,,,0,0
Odessa Oblast,Ukraine,2022-05-27 14:31:54,46.4846,30.7326,325462,5917,,,,13673.104488998904,,,1.8180309836478603,80417,UKR,,,0,0
Poltava Oblast,Ukraine,2022-05-27 14:31:54,49.5883,34.5514,179994,4181,,,,12852.684051215369,,,2.322855206284654,80418,UKR,,,0,0
Rivne Oblast,Ukraine,2022-05-27 14:31:54,50.6199,26.2516,171031,2530,,,,14778.437070390504,,,1.4792639930772784,80419,UKR,,,0,0
Sevastopol*,Ukraine,2022-05-27 14:31:54,44.6054,33.522,73298,2088,,,,16537.946937237568,,,2.848645256350787,80420,UKR,,,0,0
Sumy Oblast,Ukraine,2022-05-27 14:31:54,50.9077,34.7981,182268,3208,,,,16854.53728345561,,,1.760045647069151,80421,UKR,,,0,0
Ternopil Oblast,Ukraine,2022-05-27 14:31:54,49.5535,25.5948,146363,2391,,,,13994.257461905248,,,1.6336095871224283,80422,UKR,,,0,0
Vinnytsia Oblast,Ukraine,2022-05-27 14:31:54,49.2331,28.4682,149845,3546,,,,9603.023338977207,,,2.366445326837732,80423,UKR,,,0,0
Volyn Oblast,Ukraine,2022-05-27 14:31:54,50.7472,25.3254,132045,2394,,,,12753.90455217177,,,1.8130182892195843,80424,UKR,,,0,0
Zakarpattia Oblast,Ukraine,2022-05-27 14:31:54,48.6208,22.2879,112462,2724,,,,8948.267109695878,,,2.4221514822784584,80425,UKR,,,0,0
Zaporizhia Oblast,Ukraine,2022-05-27 14:31:54,47.8388,35.1396,215070,5866,,,,12607.894311059212,,,2.727484074952341,80426,UKR,,,0,0
Zhytomyr Oblast,Ukraine,2022-05-27 14:31:54,50.2547,28.6587,192801,3538,,,,15800.861011331814,,,1.8350527227555875,80427,UKR,,,0,0
Anguilla,United Kingdom,2022-05-27 14:31:54,18.2206,-63.0686,3203,9,,,,21350.48660178643,,,0.280986575085857,660,AIA,,,415,0
Bermuda,United Kingdom,2022-05-27 14:31:54,32.3078,-64.7505,14755,138,,,,23694.05681434972,,,0.9352761775669264,60,BMU,,,1267,7
British Virgin Islands,United Kingdom,2022-05-27 14:31:54,18.4207,-64.64,6690,62,,,,22125.21083440817,,,0.9267563527653214,92,VGB,,,335,0
Cayman Islands,United Kingdom,2022-05-27 14:31:54,19.3133,-81.2546,24477,28,,,,37244.37005477784,,,0.1143931037300322,136,CYM,,,2254,1
Channel Islands,United Kingdom,2022-05-27 14:31:54,49.3723,-2.3644,0,0,,,,0.0,,,,8261,GBR,,,0,0
England,United Kingdom,2022-05-27 14:31:54,52.3555,-1.1743,18733650,155142,,,,33466.572104356776,,,0.8281461434370772,82601,GBR,,,206869,3258
Falkland Islands (Malvinas),United Kingdom,2022-05-27 14:31:54,-51.7963,-59.5236,1687,0,,,,48435.25696238875,,,0.0,238,FLK,,,1510,0
Gibraltar,United Kingdom,2022-05-27 14:31:54,36.1408,-5.3536,18419,102,,,,54670.38675017067,,,0.553775992181986,292,GIB,,,713,0
Guernsey,United Kingdom,2022-05-27 14:31:54,49.448196,-2.58949,25579,47,,,,40601.5873015873,,,0.1837444778920208,831,GGY,,,1006,4
Isle of Man,United Kingdom,2022-05-27 14:31:54,54.2361,-4.5481,32966,105,,,,38768.93404835826,,,0.3185099799793727,833,IMN,,,761,7
Jersey,United Kingdom,2022-05-27 14:31:54,49.2138,-2.1358,50439,129,,,,46147.30100640439,,,0.2557544757033248,832,JEY,,,722,5
Montserrat,United Kingdom,2022-05-27 14:31:54,16.742498,-62.187366,958,4,,,,19163.83276655331,,,0.4175365344467641,500,MSR,,,742,2
Northern Ireland,United Kingdom,2022-05-27 14:31:54,54.7877,-6.4923,713294,3445,,,,37908.90731292517,,,0.4829705563203952,82602,GBR,,,6304,29
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2022-05-27 14:31:54,-7.9467,-14.3559,4,0,,,,70.65889418830595,,,0.0,654,SHN,,,0,0
Scotland,United Kingdom,2022-05-27 14:31:54,56.4907,-4.2026,1951671,12344,,,,35723.299104936574,,,0.6324836511891605,82603,GBR,,,31768,309
Turks and Caicos Islands,United Kingdom,2022-05-27 14:31:54,21.694,-71.7979,6123,36,,,,15814.349914768323,,,0.5879470847623713,796,TCA,,,160,0
Unknown,United Kingdom,2022-05-27 14:31:54,,,0,0,,,,,,,,82605,GBR,,,0,0
Wales,United Kingdom,2022-05-27 14:31:54,52.1307,-3.7837,874425,7473,,,,27860.351749187532,,,0.8546187494639335,82604,GBR,,,2174,112
